va,vb,ca,cb,n
6,5,1,2,12
6,5,3,1,189
6,5,3,0,19
6,5,0,2,174
6,5,2,1,2
6,5,2,0,7
6,5,0,1,3
11,5,0,1,1
11,5,3,3,1
11,5,0,3,76
11,5,1,2,4
11,5,1,1,305
11,5,2,3,68
11,5,1,0,76
11,5,2,2,52
11,5,3,1,41
11,5,3,0,89
11,5,3,2,2
11,5,0,0,7
11,5,1,3,6
11,5,0,2,289
11,5,2,1,7
12,5,1,3,1
12,5,2,2,332
12,5,3,1,342
12,5,3,0,53
12,5,3,2,8
12,5,1,0,102
12,5,3,3,10
12,5,2,3,41
12,5,0,3,99
12,5,0,2,4
12,5,1,1,6
12,5,1,2,3
12,5,2,0,17
12,5,0,1,6
9,6,0,0,13
9,6,1,3,34
9,6,2,0,94
9,6,3,2,163
9,6,3,1,72
9,6,3,0,91
9,6,0,3,37
9,6,0,1,57
9,6,1,0,36
9,6,3,3,58
9,6,2,2,41
9,6,0,2,13
9,6,2,1,155
9,6,1,2,68
9,6,1,1,8
9,6,2,3,84
10,6,1,3,10
10,6,0,0,9
10,6,2,2,208
10,6,0,3,62
10,6,1,1,23
10,6,1,2,40
10,6,0,1,23
10,6,1,0,41
10,6,3,3,104
10,6,3,2,21
10,6,3,1,211
10,6,3,0,78
10,6,0,2,16
10,6,2,1,35
10,6,2,0,106
10,6,2,3,37
8,7,0,0,2
8,7,3,2,12
8,7,2,2,282
8,7,3,1,295
8,7,3,0,94
8,7,1,0,61
8,7,3,3,13
8,7,2,1,2
8,7,0,2,40
8,7,0,3,61
8,7,2,3,80
8,7,1,2,6
8,7,1,1,43
8,7,2,0,20
8,7,1,3,4
8,7,0,1,9
10,7,0,0,2
10,7,3,2,12
10,7,2,2,282
10,7,3,1,295
10,7,3,0,94
10,7,1,0,61
10,7,3,3,13
10,7,2,1,2
10,7,0,2,40
10,7,0,3,61
10,7,2,3,80
10,7,1,2,6
10,7,1,1,43
10,7,2,0,20
10,7,1,3,4
10,7,0,1,9
12,7,0,3,1
12,7,3,2,326
12,7,3,1,2
12,7,3,0,31
12,7,1,3,99
12,7,0,0,96
12,7,2,0,50
12,7,3,3,40
12,7,2,2,5
12,7,2,3,18
12,7,2,1,331
12,7,0,2,5
12,7,1,1,10
12,7,1,2,4
12,7,0,1,6
9,8,0,0,2
9,8,1,3,5
9,8,2,2,232
9,8,1,2,1
9,8,1,1,93
9,8,2,3,106
9,8,2,0,17
9,8,3,1,256
9,8,3,0,126
9,8,3,2,14
9,8,0,3,34
9,8,1,0,27
